text,label
CC(C)(N)C1=CC=C(C=C1)C1=NC(NC2=CC=C(CCN3CCOCC3)C=C2)=NC=C1Cl,1
[H]N1C(=O)N([H])[C@@]2(O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C1=O,0
[H][C@@](O)(CO)COP(O)(=O)OC[C@]([H])(N)C(O)=O,1
N[C@@H](C\N=C(/N)NO)C(O)=O,1
NC(=N)NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O,1
CC1=C(CC(N)=O)C2=C(C=CC(OCCCP(O)(O)=O)=C2)N1CC1=CC=CC=C1,1
CC(C)=CCC\C(C)=C/CC\C(C)=C/CO,1
[H][C@](N)(CC1=C(O)C=C(O)C(N\C(COC2=CC=C3C=CC=CC3=C2)=C\C=O)=C1)C(O)=O,0
O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)C(=O)COP(O)(O)=O,1
CC(C)(COP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C,0
N[C@H](CCC(O)=O)C(O)=O,1
C[C@H](NC(C)=O)C(O)=O,1
[H][C@@]1(C[S+](C)CCON)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@]4([H])OC5(O[C@@]34[H])C(=CC(C=C5[N+]([O-])=O)=[N+](O)[O-])[N+]([O-])=O)C2=NC=N1,1
[H][C@]1(O)C(NO)=N[C@]([H])(CO)[C@]([H])(O)[C@]1([H])O,1
NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-],1
NC1=C2N=CN([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1,1
NCCCC(O)=O,1
NC1=CC=C2N=C(N)N=C(N)C2=C1,1
[H]\C(C=O)=C(\COC1=CC=C(C)C=C1)NC1=C(O)C=C(O)C(C[C@]([H])(N)C(O)=O)=C1,1
[NH3+]CCCCO,1
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,1
COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C1,1
O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@H](CS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O,1
CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=C(Cl)C(Cl)=C(OCC2=CC=C(NC(C)=O)C=C2)C=C1,1
CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,0
[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@]([H])(S)CC1=CC=CC=C1)C(O)=O,1
CC(=O)N[C@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O,1
CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0
[H][C@@](C)(O)C1=CC(=NC2=C1C=CC[C@]2([H])O)C(O)=O,1
CSC1=CC=CC(NC2=NC=C3C=C(C(=O)N(C)C3=N2)C2=C(Cl)C=CC=C2Cl)=C1,1
CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,1
[H]N([H])C1=NC(=O)N(C=C1)[C@H]1C[C@H](OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](CO)O1,1
NC(COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(OC3OC(CO)C(O)C(O)C3O)=C2)[N+]([O-])=O)CC1)COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1,1
[H]N([H])CC(=O)N([H])[C@@H](CCCCC(=O)N([H])[C@H](C)C(=O)N([H])[C@H](C)C(O)=O)C(O)=O,1
CC(C)C[C@@H](NC(N)=N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=CC=C(OCC2=CC=C(O2)C(O)=O)C(Cl)=C1Cl,0
[H][C@@](N=C(O)C(CS)N=C(O)CCCC(N)C(O)=O)(C(C)=C)C(O)=O,1
COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,1
COC(NC(=O)[C@@H](C(O)=O)C1=CC=C(O)C=C1)(C=O)[C@H]1OCC(=C)C(=N1)C(O)=O,0
[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CP(O)(O)=O)[C@@]1([H])O)C(O)=O,1
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,1
[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@@]([H])(S)CCCCC)C(O)=O,1
CC(=O)N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(=O)NCC(O)=O,1
CCCSCC1=CC(N)=CC2=C1N=C(N)NC2=O,1
CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O,1
NC(C(O)=O)C1=CC=C(O)C=C1,1
COC1=CC(=CC=C1)N1CCC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,1
CC[C@@H](C)O,1
[H]N([C@H](CO)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O)C(C)=O,1
N[C@@H]([C@H](O)COP(O)(O)=O)C(O)=O,1
[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(O)C=C1)NC(=O)C1=CC=C(O)C=C1,0
[H][C@@](CC1=CC=CC(=C1)C(O)=O)(NC(C)=O)B(O)O,1
NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1,1
CC(=O)NCCSSCCNC(=O)C1CCC(CC1)NC(=O)C1=NC=CN=C1C(O)=O,1
[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1,1
[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)N([H])[H])[C@@H](O)[C@H]1O,1
[Fe].CC(=O)N(O)CCC[C@@H]1NC(=O)CNC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CCCN(O)C(C)=O)NC(=O)[C@H](CCCN(O)C(C)=O)NC1=O,1
[H][C@@](C)(NC)C(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(=O)N[C@]1([H])CCCC2=C1C=CC=C2)C(C)(C)C,1
O[C@H]([C@@H](O)[C@@H](OCC1=C(F)C=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1F)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,1
OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O,1
OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O,1
NC1=C(C=C(NC2=CC=C(NC3=NC(Cl)=NC(NC4=CC=CC=C4S(O)(=O)=O)=N3)C(=C2)S(O)(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S(O)(=O)=O,0
[H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,1
COC1=C(O)C=CC2=C1C=C(C1=C2C2=C(OCO2)C=C1C(O)=O)[N+]([O-])=O,1
CC1=CC(=O)OC2=C1C=CC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C2,1
[H]N([H])[C@@H](CCCN([H])C(\N([H])[H])=[N+](/[H])CCC)C(O)=O,1
[H][C@]1(CCO[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)CO1,1
N[C@H](CC(O)=O)C(O)=O,1
N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,1
[H][C@]1(CO)O[C@@]([H])(OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@]([H])(F)[C@@]([H])(O)[C@]1([H])O,1
[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,1
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H]2O[V](=O)(=O)O[C@H]12,1
[H]N1C(=O)N(CCC[C@@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,0
COC1=CC=C2N(C=NC2=C1)[C@H]1O[C@H](CO)[C@@H](O[P@]([OH-])(=O)O[C@H](C)CNC(=O)CC[C@]2(C)[C@@H](CC(N)=O)C3=[N+]4C2=C(C)C2=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]3(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co]457)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O)[C@H]1O,0
CC1=CC=CC=C1CNC(=O)[C@H]1N(CSC1(C)C)C(=O)[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC(O)=C1C,1
[H][C@]12CS[C@@]([H])(CCCC(O)=O)[C@@]1([H])NC(=O)N2,1
[H][C@@](N)(C(O)=O)C1=CC=C(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)C=C1,0
OCC(CO)(CO)NCCCNC(CO)(CO)CO,1
N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,1
[H][C@@](O)([C@@]([H])(O)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC,1
[H]N([H])[C@@H](CS)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H],1
[H][C@](N)(CSCCS(N)(=O)=O)C(O)=O,1
[H][C@](O)(C(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(C)(C)CO,1
[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OCCCCC)[C@@]1([H])O,1
[H]N([H])CCCCCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)N([H])C1=O,1
CC(C)[C@@H](N)C(=O)NO,1
C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)C(=O)CCC1(C)C,1
[H][C@]1(CC2=CC=CC=C2)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)C(=O)N(CC2=CC(=CC=C2)C(=O)NC2=NC=CS2)[C@]([H])(CC2=CC=CC=C2)[C@]([H])(O)[C@@]1([H])O,1
[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O,1
O[C@@H]([C@H](O)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,1
[H][C@]1(NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2)C(C)C,1
[H][C@](CS)(CCC1=CC=CC=C1)C(=O)N=C(C(O)=O)C1=CC=C(CN2C=NN=N2)S1,1
[H][C@@](CO)(NC(=O)C1=C(O)C(O)=CC=C1)C(O)=O,0
OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCCOP(O)(O)=O)C2=C1NC(=O)NC2=O,0
OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O,1
C[N+]1=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,0
[H]N([H])C(=O)[C@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
[H]N([H])C(=O)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
CCCC\N=C(/N)NO,1
O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC=CC(=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)C(=O)N(CC2=CC(=CC=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)[C@@H]1CC1=CC=CC=C1,1
[H]N([H])C(=O)C1=C(CC(C)=O)C=C[N+](=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O,0
[H][C@@](CO)(NC1=NC2=C(N=CN2C(C)C)C(NC2=CC=C(C(O)=O)C(Cl)=C2)=N1)C(C)C,0
[H][C@@]1(O)OC(=C[C@]([H])(O)[C@]1([H])O)C(O)=O,1
[H][C@@](N)(C(O)=O)[C@@]([H])(O)OS(O)(=O)=O,1
NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,1
[H][C@]12NC(=O)C(=O)N1[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O,0
[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,1
NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1,0
C[Hg]SC[C@@H](N)C(O)=O,1
NC(N)=NCC(O)=O,1
[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2N=CN=C3[SeH])[C@]([H])(O)[C@]1([H])O,1
[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]3([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]1([H])O,0
[H]N([C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@@H](OC3=CC4=C(C=C3)C(C)=CC(=O)O4)[C@H](N([H])C(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(C)=O,0
[H][C@](O)(COP(O)(O)=O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,1
N[C@@H](CSS)C(O)=O,1
CCCCCCCCCCC[C@@H](O)CC(O)=O,1
[H]N([H])C1=NC=C2N(C=NC2=N1)[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,1
[H][C@]1(O)[C@]([H])(O)[C@]([H])(COP(O)(O)=O)O[C@]1([H])COP(O)(O)=O,1
[H]\C(=C1/N=C(N(CC=O)C1=O)C(=O)CCSC)C1=CC=C([O-])C=C1,1
CC1=NC=C(COP(O)(O)=O)C(CNOCC(O)=O)=C1O,0
[H]N([C@H]1[C@@H](C)CC[C@H]1O)C(=O)[C@@H](C[C@H](O)CN1CCN(C[C@H]1C(=O)N([H])C(C)(C)C)C(=O)C1=CN=C(N2CCN(C)CC2)C(Cl)=N1)CC1=CC=CC=C1,1
[H][C@@](C)(O)N[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,1
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,1
[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OC3=CC=CC=C3)[C@@H](O)[C@H]2O)C1=O,1
[H]N([H])C(=O)C[C@@H]1N([H])C(=O)[C@H](N([H])C(=O)[C@@H](CC(C)C)N([H])C)[C@H](O)C2=CC(Cl)=C(OC3=C(O)C4=CC(=C3)[C@@]([H])(N([H])C1=O)C(=O)N([H])[C@]1([H])C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](N([H])C(=O)[C@@]([H])(N([H])C1=O)[C@H](O[C@H]1C[C@](C)(N([H])[H])C(O)(O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C=C2,0
[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C([O-])=O)C([O-])=O,1
[H]N1C=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=CN2[H],0
NC1=NC2=C(N(CO)[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(=O)N1,1
[H]N([H])C(=O)C1=CC(=CC(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1)[N+]([O-])=O,0
[H][C@@]1(O)CN(CC2=CC=CC=C2)N(CC2=CC(OC)=C(O)C=C2)C(=O)N(CC2=CC(OC)=C(O)C=C2)[C@]1([H])CC1=CC=CC=C1,1
[H]N1C(=O)C=CN([C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]2O)C1=O,1
COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OCCC[C@@H](CCC([O-])=O)C([O-])=O)=C1Br,0
[H]N([H])C(=NCCC[C@H](N([H])C(=O)[C@@H]1C[C@@H](O)CN1C(C)=O)C(=O)C1=NC2=CC=CC=C2S1)N([H])[H],1
CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(N)C=C(C)N=C1,1
[H][C@@]1(SC=C(NC=C1C=O)C(O)=O)C1=CN(C)N=N1,1
N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O,1
[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=C2C=CC(C)=C3)[C@]([H])(O)[C@]1([H])O,1
[H][C@@](N1C=NC2=NN(C=C2C1=S)[C@@]1([H])C=CN(C=C1C([O-])=N)[C@]1([H])O[C@]([H])(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])([O-])[C@]2([H])[O-])[C@@]([H])(O)[C@@]1([H])O)(C(=O)N1CCCCCC1)C1=CC=CC=C1,1
NOCC[C@H](N)C(O)=O,1
[H][C@@]1(COC2=NS(=O)(=O)C3=C2C=CC=C3)OCCC2=C1SC(NC(=O)C(O)=O)=C2C(O)=O,0
CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1,1
O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O,1
[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@]2([H])O[P@](O)(=O)O[C@@]12[H],1
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1OS(O)(=O)=O,1
CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1,1
CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1,1
CN(C)CCCNC(=O)C1=CC=CC2=C(N)C3=C(C=CC=C3)N=C12,1
OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,1
[H][C@]1(CSC(CCCCCN)=CCN)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1
[H][C@](C)(O)[C@@](C)(O)CN,1
CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1,1
CC1=NC=C(COP(O)(O)=O)C(CNC2(CC2)C(O)=O)=C1O,0
COC1=CC=C(C=C1)C1=C(C)C(=CC=C1S(C)(=O)=O)C(=O)C1=C(O)N(N=C1)C(C)(C)C,1
[H]\C(\C(\[H])=C(\C)[C@@]1([H])CN[C@]([H])(C(O)=O)[C@@]1([H])CC(O)=O)=C(\[H])[C@@]([H])(C)C(O)=O,1
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C,1
[H][C@](O)(CC(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(O)=O)[C@@]([H])(C)CC)C(=O)NCCC,1
OB(O)C1=CC(NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C2=CC=CC=C2)=CC=C1,1
[H]\C(=C1\N\C(=C(\[H])C2=NC(=O)C(CCC(O)=O)=C2C)C(C=C)=C1C)C1=C(C=C)C(C)=C(N1)C(\[H])=C1/N=C(O)C(CCC(O)=O)=C1C,0
N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O,1
OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,1
[H][C@](CN)(CCC(O)=O)[C@]([H])(CCN)CC(O)=O,1
[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(OS(O)(=O)=O)[C@@]1([H])OS(O)(=O)=O,1
CC1=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,1
[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,0
CSCC[C@@H](N)C(O)=O,1
[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OS(=O)(=O)O2,1
CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1
O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,1
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,1
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,1
[H][C@@]1(C)C(=O)C[C@@]([H])(CC(O)O)C1(C)C,1
[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1,1
[H][C@]1(COS(N)(=O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,0
COC1=CC(CN(C)C2=CN=C3N=C(N)N=C(N)C3=C2)=CC(OC)=C1OC,1
CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4N3[Zn]35N2C1=CC1=C(C=C)C(C)=C(C=C2N3C(C(C)=C2C=C)=C4O)N51,1
CC1=CN(C(=O)NC1=O)[C@]12C[C@H]1[C@H](CO)[C@@H](O)C2,1
C[C@H](N)[C@@H](CCCCCC(O)=O)NC(=O)OP(O)(O)=O,1
N[C@@H](CC1=CC(N)=C(O)C=C1O)C(O)=O,1
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=S)[C@@H](O)[C@H]1O,1
[H][C@]1(CSC)O[C@@]([H])(N2C=CC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1
[H][C@@](C)(O)[C@@]1([H])O[C@@]([H])(N2C=NC3=C(C)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1
CC1=C(CC(N)=O)C2=C(C=CC(OCCCC(O)=O)=C2)N1CC1=CC=CC=C1,1
[H][C@@]1(CSC(=N1)C(\N)=C\C)C(O)=O,1
[H][C@@](C)(N)[C@@]([H])(CCCCCC(O)=O)CC(O)=O,1
[H][C@@]1(O)O[C@@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,1
[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=NC2=C(N)N=C(F)N=C12,1
CC1=C2C=C3[C@@H](C(O)=C)C(C)=C4C=C5N6C(=CC7=C(CCC(O)=O)C(C)=C8C=C([C@@H]1C=C)N2[Fe@@]6(N34)N78)C(CCC(O)=O)=C5C,1
[H][C@@]12C=C(Br)N=C1C(=O)NCC[C@]2([H])C1=NC(N)=NC1=O,1
[H]\C(CCCCCCCC(O)=O)=C(/[H])C[C@]([H])(O)CCCCCC,1
O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O,1
[H][C@](N)(CC[Se](C)=O)C(O)=O,1
N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,1
[H][C@@](C)(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)C=O,1
CS(=O)(=O)C1=CC=C(NC2=CC(Cl)=NC3=CC=NN23)C=C1,1
[H][C@](N)(CCCN[P@@](N)(=O)NS(O)(=O)=O)C(O)=O,1
N[C@@H](CN1C=C(F)C(=O)NC1=O)C(O)=O,1
[H][C@](N)(COC(=O)[C@@]([H])(N=C([O-])CC1=CC=CC=C1)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1)C([O-])=O,1
[H][C@](N)(CCOCCN)C(O)=O,1
[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@]3([H])F)[C@@H](O)[C@H]2O)C1=O,1
[H][C@@](O)(N[C@@]([H])(CC1=CC=CC=C1)[C@]([H])(O)N[C@@]([H])(CC1=CC(C(O)=O)=C(OCC(O)=O)C=C1)[C@@]([H])(O)NCCCCC)OC(C)(C)C,1
[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](O)[C@@H](COP(O)(S)=S)O1,1
[H][C@@](CCCC)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,1
[H]\C(CCC)=C(/[H])\C(\[H])=C(/[H])CCCCCCCCCO,1
